review,sentiment,processed_review,token_count,original_word_count
"Very suspenseful, surprisingly intelligent film about five medical students flatlining themselves and then being resuscitated to share their experiences of death and what lies beyond. Joel Schumacher directs with some skill - creating some very eerie scenes as well as particularly beautiful ones. The visions of death are not what viewers might expect nor is that which awaits us all when we go - thanks to screenwriter Peter Filardi who really did an outstanding job coming up with this story. While the creativity of the story is impressive, the story has many holes as well, particularly in the logic department and believability factors. Notwithstanding all of that Flatliners is a good effective film because of the script, the direction which again is very surreal at times, and the acting which brings four very talented actors and William Baldwin together. This core of actors acts and reacts off each other very nicely. Keifer Sutherland does a very impressive job as the head of the group - the one who comes up with the idea to die and be born again. He also manages to portray a man- a young man - with a damaging, destructive secret from his past. Kevin Bacon is fine as the most pragmatic and skeptical of the group. Oliver Platt is really good as the voice of reason and human fears. Platt has some really good lines and plays the paranoia well. Yes, Julia Roberts is here too and very good. the actors do best though by playing off each other and making us believe they are such good friends. I was duly impressed with much of Flatliners but more than anything else the story affected me the most. The scene with that dog hobbling around the street just one of those powerful images evoked as were many of the ""flashback"" scenes.",positive,suspenseful surprisingly intelligent film five medical students flatlining resuscitated share experiences death lies beyond joel schumacher directs skill creating eerie scenes well particularly beautiful ones visions death viewers might expect awaits thanks screenwriter peter filardi really outstanding job coming story creativity story impressive story many holes well particularly logic department believability factors notwithstanding flatliners good effective film script direction surreal times acting brings four talented actors william baldwin together core actors acts reacts nicely keifer sutherland impressive job head group one comes idea die born also manages portray young man damaging destructive secret past kevin bacon fine pragmatic skeptical group oliver platt really good voice reason human fears platt really good lines plays paranoia well yes julia roberts good actors best though playing making believe good friends duly impressed much flatliners anything else story affected scene dog hobbling around street one powerful images evoked many flashback scenes,147,305
"The comparison is perhaps unfair, but inevitable. Those attracted to the intimacy and depth of Umbrellas will be slightly horrified to discover a cut-and-paste musical in the American style - awkward, stilted dialogue with inexplicable song-and-dance numbers. Gene Kelly's French accent was apparently so poor, that a dreadful job of dubbing was substituted (as you'll remember, the dubbing was almost perfectly pulled off in Umbrellas). The translation of the French (for subtitled versions), as well, leaves something to be desired, although this can't be attributed to Demy. The film also has several self-aware moments that come off a wee disconcerting, such as references in songs to LeGrand himself. And the costumes - well, the tight pants/white boots combination, and the freakishly unnatural colors, reminds one of an Austin Powers film . . .<br /><br />But Demy does reward the viewer with allusions to Umbrellas; note, for instance, the suitcase carried by Maxence in his departure from Rochefort - this is the same suitcase carried by Guy in his departure from Cherbourg. Also, note the ""Convenient Brunette of Resolution"" - Madeleine in Umbrellas, and Josette in Young Girls.<br /><br />Generally speaking, those expecting the natural feel of Umbrellas (save the floating bicycle scene), or looking for similar deeper questions and ambiguous endings as in Umbrella's script, should probably pass this one b y. Those looking for a French version of a thin '60s American musical will be quite happy.",negative,comparison perhaps unfair inevitable attracted intimacy depth umbrellas slightly horrified discover musical american style awkward stilted dialogue inexplicable numbers gene kelly french accent apparently poor dreadful job dubbing substituted remember dubbing almost perfectly pulled umbrellas translation french subtitled versions well leaves something desired although attributed demy film also several moments come wee disconcerting references songs legrand costumes well tight boots combination freakishly unnatural colors reminds one austin powers film demy reward viewer allusions umbrellas note instance suitcase carried maxence departure rochefort suitcase carried guy departure cherbourg also note convenient brunette resolution madeleine umbrellas josette young speaking expecting natural feel umbrellas save floating bicycle scene looking similar deeper questions ambiguous endings umbrella script probably pass one looking french version thin american musical quite happy,123,238
"Sunday would not be Sunday without an action movie, and when you want intense combat, you turn to Tom Berenger (Platoon).<br /><br />Here he plays a sniper in the jungle going after rebels and drug lords. Life's a bitch, so he gets a green office type (Billy Zane) to help on the mission.<br /><br />The film is in the hands of Luis Llosa, who stunk up Anaconda. he doesn't do much better here, but Berenger makes the movie worthwhile.<br /><br />Sure, it may be a little long - who wants to see a lot of walking through the jungle, but is is good, tense action when the time is right.",positive,sunday would sunday without action movie want intense combat turn tom berenger platoon plays sniper jungle going rebels drug lords life bitch gets green office type billy zane help film hands luis llosa stunk anaconda much better berenger makes movie may little long wants see lot walking jungle good tense action time right,53,110
"I read reviews on this movie and decided to give it a shot. I'm an open minded guy after all and I’ve given good reviews to some pretty bad flicks. As the end credits rolled on this one I searched for meaning and something nice to say. Here goes: ""This film was mercifully short."" That's all I got.<br /><br />Okay, Okay. The sets and visuals were well done and the music helped lend to the mood of asylum life but the film was painful to watch and the endless dialogue took away from the good bits. I did find myself laughing at this film but the way you laugh at your best friend who just embarrassed himself in front of a large crowd.<br /><br />By the time of the ""chicken dance"" at the finale I had just decided to tuck and roll with the film and let the bodies fall where they fall. I don't know what could have salvaged this film. The acting was not bad and it looked like it had a budget but there just wasn't any way to make it watchable; not even the presence of beautiful bare breasts. Maybe I should have sparked a doobie or drank a LOT of beer to get the full experience of the film. Either way, I'm not watching this film again unless I'm really depressed. Then I can tell myself “At least I wasn’t in ‘Dr. Tarr's Torture Dungeon.’ I’m better than those guys.""",negative,read reviews movie decided give shot open minded guy given good reviews pretty bad flicks end credits rolled one searched meaning something nice say goes film mercifully short okay sets visuals well done music helped lend mood asylum life film painful watch endless dialogue took away good bits find laughing film way laugh best friend embarrassed front large time chicken dance finale decided tuck roll film let bodies fall fall know could salvaged film acting bad looked like budget way make watchable even presence beautiful bare breasts maybe sparked doobie drank lot beer get full experience film either way watching film unless really depressed tell least tarr torture better guys,110,245
"A wonderful, free flowing, often lyrical film that whisks you along, ever smiling, even if there are truly shocking incidents along the way. One gasps at the way the women are treated and yet ultimately they seem to come through very well and it is much credit to all concerned that so many potentially disastrous scenes all work so very well. This is possibly Depardieu's best performance, certainly his most natural. Jeanne Moreau performs outstandingly in what must have been a very difficult role to play and including vigorous sex scenes with a couple of guys at least half her age. Miou-Miou is lovely throughout and again has very difficult scenes to play. Initially this seems a down and dirty misogynist rant/romp but as the tale and characters unfold a much more tender and honest picture emerges. In the end this uncompromising and daring film demands respect.",positive,wonderful free flowing often lyrical film whisks along ever smiling even truly shocking incidents along way one gasps way women treated yet ultimately seem come well much credit concerned many potentially disastrous scenes work well possibly depardieu best performance certainly natural jeanne moreau performs outstandingly must difficult role play including vigorous sex scenes couple guys least half age lovely throughout difficult scenes play initially seems dirty misogynist tale characters unfold much tender honest picture emerges end uncompromising daring film demands respect,81,147
"Just saw this at the 2003 Vancouver International Film Festival and it was funny as hell and a bit surreal. Takes place in Toronto, where these two losers live in this run-down house in the middle of a freeway system. David Hewlett (PIN, CUBE, CYPHER) and Andrew Miller (CUBE) are just great as the two losers who wish the world would just go away. The acting, dialogue and writing are very good, and the whole film looks great for such a low-budget flick. Director/Writer Vincenzo Natali was in attendance at this screening, and he seemed so intelligent and down-to-earth. This guy is so inventive with these great stories that work so well within small budgets, it puts big budget Hollywood crap to shame!",positive,saw vancouver international film festival funny hell bit surreal takes place toronto two losers live house middle freeway system david hewlett pin cube cypher andrew miller cube great two losers wish world would away acting dialogue writing good whole film looks great flick vincenzo natali attendance screening seemed intelligent guy inventive great stories work well within small budgets puts big budget hollywood crap shame,64,123
"We see at the beginning of Little Dieter Needs to Fly Dieter Dengler, the subject of the film, an obsessive-compulsive. Or at least that's what he seems to be by way of constantly opening/closing doors and with his large stock-pile of food in the cellar. In a way director Werner Herzog sets up a central question, in a manner of speaking, to why Dieter is like this. Well, in fact, he's not necessarily obsessive-compulsive as he is just, well, prepared. And why shouldn't he be after the life he's lived? Aside from the juiciest, most dark and exhilarating and frightening and just downright haunting story of survival that's the core of the picture, the back-story to Dieter is fascinating too. Dieter's own childhood, for example, was already a slog from the start, being in post-war Germnay, poor in a family without much food or prospects, eating wallpaper for ""the blue in the walls"". But enter in a passion, an un-yielding desire (which, of course, is part of Herzog's bread & butter and love of man in his films), which is flying, and for Dieter there was nothing else but to fulfill this. What it ends up leading to, after becoming an American citizen, is more than he could've bargained for.<br /><br />Dieter is one of Herzog's most compelling, quirky, and compassionately observed figures in his whole career, a man who's memory is scarred by brutal memories of his time being a Vietnam POW, though at the least it provides for some of the most compelling storytelling in any documentary of the last 20 years. Ironically, the storytelling comes through- unlike in The Wild Blue Yonder- mostly in lots and lots of exposition from Dieter on some of the most minute details of his time in the different prison camps (the torture tactics, the bugs, the brutal, wretched violence and threats like with the wedding ring tale), and leading into the most interesting and sad portions with his best friend Duane. They escaped the prisons together, but found that their journey to reach Cambodia would not be so easy. Now, through most of this, the talking does something that is enthralling, which is that as Dieter goes through his stories and occasionally does re-enactments (in fashion Herzog could only do, with Dieter already middle-aged being led in handcuffs et all through the jungle), one can picture all of this in the mind. It all becomes even more vivid to try and get these little details and the intensity of it all together into a form of reality. That Herzog keeps these portions simple, and knows when to hold Dieter back in his answers, makes him all the more a key figure of interest. He's not ever totally 'normal', but unlike a Timothy Treadwell, you wont think ever really about laughing at him either.<br /><br />So, along with his hero (whether of war or not is hard to say, as Dieter disputes that claim as saying the ones who died were the real heroes, typical but perhaps quite true), Herzog stylizes his film with a mix of old stock footage when detailing Dieter's early life (the period footage of WW2 scenes and post German rubble is always a captivating sight, and with Herzog gets up a notch in his timing and assemblage with music), and in capturing the footage of Vietnam in aerial viewings of jungles and fields. Herzog is also very wise at not injecting politics much at all into the proceedings, there's no 'I was used by the Americans' or whatever thrown into the mix. There's even a sense that Dieter doesn't hold too much of a grudge with everything that happened to him, that it's just what happens in time of war (and, of course, he WAS dropping bombs on people from his plane). Now, through much of these harrowing- and even in the smaller bits involving what went on in prisons, bathrooms and the scraps of food it's always harrowing- luckily Herzog keeps a level of humor in check as well. One of my very favorite scenes in the film, where Herzog breaks away for a moment from Dieter, is when he shows a 'trainee' film used for American soldiers meant to show what should happen in case they get abandoned in the jungle alone...with all of the gear that they could possibly have including a knife, a flare gun, and a very fast helicopter to come around (and this is put to hilariously dead-pan voice-over work).<br /><br />Yet even the moments where one laughs only brings to mind the moments of absurdity in a time of absolute crisis, and how one can't ever really imagine what it's like to be alone in a foreign territory surrounded by people who will do anything to keep said person as a form of collateral in war-time. Dieter, aside from knowing that flying and airplanes are the only way of life he would ever want to have (and Herzog ends the film on a wonderfully somber, elegiac note where he flies over a large field of airplanes), knows what it is to have to survive at all costs. But yet, as well, as in many of Herzog's protagonist driven films, there's the near unalterable spirit that will keep on enduring if one's strong enough, even through horrid moments (the fate of Dunae) and problems all the way up to the rescue by the helicopter (is he American, or a spy, they ask on the chopper). Dieter is such a man with a spirit, and he's given via Herzog a fantastic, tragic, creative, well-shot, albeit maybe too short, tribute to his life. And, of course, it pumps me up even more for the upcoming dramatization Rescue Dawn.",positive,see beginning little dieter needs fly dieter dengler subject film least seems way constantly doors large food cellar way director werner herzog sets central question manner speaking dieter like well fact necessarily well prepared life lived aside juiciest dark exhilarating frightening downright haunting story survival core picture dieter fascinating dieter childhood example already slog start germnay poor family without much food prospects eating wallpaper blue walls enter passion desire course part herzog bread butter love man films flying dieter nothing else fulfill ends leading becoming american citizen could bargained one herzog compelling quirky compassionately observed figures whole career man memory scarred brutal memories time vietnam pow though least provides compelling storytelling documentary last years ironically storytelling comes unlike wild blue mostly lots lots exposition dieter minute details time different prison camps torture tactics bugs brutal wretched violence threats like wedding ring tale leading interesting sad portions best friend duane escaped prisons together found journey reach cambodia would easy talking something enthralling dieter goes stories occasionally fashion herzog could dieter already led handcuffs jungle one picture mind becomes even vivid try get little details intensity together form reality herzog keeps portions simple knows hold dieter back answers makes key figure interest ever totally unlike timothy treadwell wont think ever really laughing along hero whether war hard say dieter disputes claim saying ones died real heroes typical perhaps quite true herzog stylizes film mix old stock footage detailing dieter early life period footage scenes post german rubble always captivating sight herzog gets notch timing assemblage music capturing footage vietnam aerial viewings jungles fields herzog also wise injecting politics much proceedings used americans whatever thrown mix even sense dieter hold much grudge everything happened happens time war course dropping bombs people plane much even smaller bits involving went prisons bathrooms scraps food always luckily herzog keeps level humor check well one favorite scenes film herzog breaks away moment dieter shows film used american soldiers meant show happen case get abandoned jungle alone gear could possibly including knife flare gun fast helicopter come around put hilariously work even moments one laughs brings mind moments absurdity time absolute crisis one ever really imagine like alone foreign territory surrounded people anything keep said person form collateral dieter aside knowing flying airplanes way life would ever want herzog ends film wonderfully somber elegiac note flies large field airplanes knows survive costs yet well many herzog protagonist driven films near unalterable spirit keep enduring one strong enough even horrid moments fate dunae problems way rescue helicopter american spy ask chopper dieter man spirit given via herzog fantastic tragic creative albeit maybe short tribute life course pumps even upcoming dramatization rescue dawn,443,955
"definitely needed a little work in season 2. Such as the Virus between Max and Logan, and Ames White along with his ancient, super cult. During season two, however, the only thing that kept me watching was to see if Max and Logan would ever get rid of the nasty virus infecting Max. Very good drama in season two. But of course like all TV shows, if there's something a little wrong with it, the broadcasting company takes it off the air. I was seriously hoping for a third and final season. Season 2 leaves you hanging, unless you read the books by Max Allan Collins, then you will know what happens.<br /><br />Dark Angel should be put back on the air for one more season even though it might cost a lot just to get all the original actors again. since Jessica Alba's carrier sky rocketed after the show. If that would be the case, then there should be a movie to complete it. just like the show Firefly, which of course FOX canceled as well.",positive,definitely needed little work season virus max logan ames white along ancient super cult season two however thing kept watching see max logan would ever get rid nasty virus infecting max good drama season two course like shows something little wrong broadcasting company takes air seriously hoping third final season season leaves hanging unless read books max allan collins know angel put back air one season even though might cost lot get original actors since jessica alba carrier sky rocketed show would case movie complete like show firefly course fox canceled well,92,177
"Gédéon and Jules Naudet wanted to film a documentary about rookie New York City firefighters. What they got was the only film footage inside the World Trade Center on September 11.<br /><br />Having worked with James Hanlon's ladder company before, Jules went with the captain to inspect and repair a gas leak, while Gédéon stayed at the firehouse in case anything interesting happened. An airplane flying low over the City distracted Jules, and he pointed the camera up, seconds before the plane crashed into Tower One.<br /><br />Jules asked the captain to follow him into the Towers. The first thing he saw was two people on fire, something he refused to film. He stayed on site for the next several hours, filming reactions of the firefighters and others who were there.<br /><br />The brothers Naudet took great care in not making the movie too violent, grizzly, and gory. But the language from the firefighters is a little coarse, and CBS showed a lot of balls airing it uncensored. The brothers Naudet mixed footage they filmed with one-on-one interviews so the firefighters could explain their thoughts and emotions during particular moments of the crisis. <br /><br />Unlike a feature film of similar title, most of the money from DVD sales go to 9/11-related charities. Very well made, emotional, moving, and completely devoid of political propaganda, is the best documentary of the sort to date.",positive,gédéon jules naudet wanted film documentary rookie new york city firefighters got film footage inside world trade center september worked james hanlon ladder company jules went captain inspect repair gas leak gédéon stayed firehouse case anything interesting happened airplane flying low city distracted jules pointed camera seconds plane crashed tower asked captain follow towers first thing saw two people fire something refused film stayed site next several hours filming reactions firefighters others brothers naudet took great care making movie violent grizzly gory language firefighters little coarse cbs showed lot balls airing uncensored brothers naudet mixed footage filmed interviews firefighters could explain thoughts emotions particular moments crisis unlike feature film similar title money dvd sales charities well made emotional moving completely devoid political propaganda best documentary sort date,127,233
"After reading the book, which had a lot of meaning for me, the movie didn't give me any of the feeling which the book conveyed. This makes me wonder if Kaufman even liked this book for he successfully made it into something else.Either that or he is simply bad. Most importantly where is the lightness?! From the very first scene, music drownes out most of the dialogue and feeling, and this continues right through the movie. I think the makers thought that by having upbeat music playing right through the movie, this would make the story feel light- however they have completely failed here. Instead the music manages to give everything that 'movie feel', in a way dramatising events so that we linger on them, so that everything actually feels heavy.<br /><br />Another example of the how this adaptation fails is by embellishing the story line making it more dramatic. In the movie we see Franz passing Tomas on the street, who is on his way to see Sabina. The introduction of this chance meeting/passing, which im sure didn't happen in the book, gives Tomas' story more significance than it does make it light.<br /><br />There are many other examples where the continuity of the story has been changed, imo for the worst, however this might have been done because the book simply doesn't convert well into a movie, such is Kundera's style. This makes we wonder if all the generous reviewers on this site were writing with their book AND movie experience in mind rather than writing about just the film. A film which is as long as it is uncompelling. For those who haven't read the book yet I recommend just reading that. For those who have, I have to say you will just be wasting your time and probably end up here writing similar stay-clear warnings.",negative,reading book lot meaning movie give feeling book conveyed makes wonder kaufman even liked book successfully made something simply bad importantly lightness first scene music drownes dialogue feeling continues right movie think makers thought upbeat music playing right movie would make story feel however completely failed instead music manages give everything feel way dramatising events linger everything actually feels example adaptation fails embellishing story line making dramatic movie see franz passing tomas street way see sabina introduction chance sure happen book gives tomas story significance make many examples continuity story changed imo worst however might done book simply convert well movie kundera style makes wonder generous reviewers site writing book movie experience mind rather writing film film long uncompelling read book yet recommend reading say wasting time probably end writing similar warnings,132,309
"This film is terrible - honestly. The acting is terrible, the script made me cringe, the effects are completely lousy (which I usually don't mind for older films, but this was made just two years ago), and everything about it just annoys me. A few friends go out on Halloween into the woods and meet a witch and her cannibal son. Of course, before that it has the cliché ""You really believe that? Ha ha ha, it's just a story"" routine dragged out for a while. The witch's cannibal son was made a retard (I don't know if it was for comedy or to make it creepy, but this film failed at both). It has minimal gore and no nudity, which made a bad film even worse. Heck, the only good thing about this film is the leg eating scene, and even that could of been better.<br /><br />Honestly, don't even waste your time watching it on cable, and certainly don't consider buying or renting this, else you'll be kicking yourself for wasting time which could of been spent doing something more constructive or entertaining.",negative,film terrible honestly acting terrible script made cringe effects completely lousy usually mind older films made two years ago everything annoys friends halloween woods meet witch cannibal son course cliché really believe story routine dragged witch cannibal son made retard know comedy make creepy film failed minimal gore nudity made bad film even worse heck good thing film leg eating scene even could even waste time watching cable certainly consider buying renting else kicking wasting time could spent something constructive entertaining,81,185
this is the worst movie ive ever seen. And i have seen lots of movies. Me and my friends rented this one a wendsday evening. Man we had lots of fun. This movie is the worst most boring crap ive ever seen. But it makes you laugh! U will lay on the floor rolling around tryin to get some air. You wonder why? Just rent it and check for the keyboard playing girl at that sleazy russian bar. My mother would make a 1000 times better movie about her feedin the cats.,negative,worst movie ive ever seen seen lots movies friends rented one wendsday evening man lots fun movie worst boring crap ive ever seen makes laugh lay floor rolling around tryin get air wonder rent check keyboard playing girl sleazy russian bar mother would make times better movie feedin cats,49,92
"This movie has become an iconic stand-in for what is great about America. <br /><br />Fame is famous for its music and performances. There are several standout actors, singers, and dancers, including Irene Cara, Paul McCrae, Anne Meara*, and the superb Gene Anthony Ray. <br /><br />The plot is not the movie. It follows an interesting format ... but, it all really ends in a kind of mush.<br /><br />Where Parker succeeds is in pushing this movie into periodic overdrive - with the extremely poignant, sometimes beautiful and outright campy music score & performances.<br /><br />The film's climax is a song-dance fest of musicians,dancers, & score by Christopher Gore. A wonderment to behold. <br /><br />* An interesting note about the magnificent and superbly talented Anne Meara ... sometimes talent must reside in the genes ... Ms. Meara is married to one Jerry Stiller and is the mother of Ben Stiller ...",positive,movie become iconic great america fame famous music performances several standout actors singers dancers including irene cara paul mccrae anne meara superb gene anthony ray plot movie follows interesting format really ends kind parker succeeds pushing movie periodic overdrive extremely poignant sometimes beautiful outright campy music score film climax fest musicians dancers score christopher gore wonderment behold interesting note magnificent superbly talented anne meara sometimes talent must reside genes meara married one jerry stiller mother ben stiller,77,152
"A quick glance at the premise of this film would seem to indicate just another dumb '80's inbred/backwood slash-fest; the type where sex equals death and the actors are all annoying stereotypes you actually want to die. However, ""JBD"" delivers considerably more.<br /><br />Rather than focus on bare flesh and gore (though there is a little of each- no sex however), the flick focuses on delivering impending dread/mounting tension amidst a lovely scenic backdrop. These feelings are further heightened by a cast of realistically likable characters and antagonists that are more amoral than cardboard definitions of evil. Oh yeah- George Kennedy is here too and when is that not a good thing? <br /><br />If you liked ""Wrong Turn"", then watch this to see where much of its' methodology came from.",positive,quick glance premise film would seem indicate another dumb type sex equals death actors annoying stereotypes actually want die however jbd delivers considerably focus bare flesh gore though little sex however flick focuses delivering impending tension amidst lovely scenic backdrop feelings heightened cast realistically likable characters antagonists amoral cardboard definitions evil george kennedy good thing liked wrong turn watch see much methodology came,63,131
"I would like to say that curiosity got the best of me. If only I saw a trailer, I'd be able to tell you the whole plot of the movie; I could have saved myself the most pointless one hour and forty minutes in my entire life, and about twenty dollars. This movie was a disaster waiting to happen, and it is an embarrassment to Hollywood.<br /><br />The movie displays a vivid ignorance of reality. For example, this kid's remote control race car goes all over the neighborhood, and even enters this house. It's even covered with clothes. Is it not rational to believe that a remote can no longer transmit a signal under those circumstances? Hollywood obviously did not believe so. Common logic and any concept of electronics dictates the opposite; I doubt the race car could even have reached the street, let alone a house across the street. Another unrealistic trait is the lack of intelligence the criminals possess. Why is it in all these movies, these criminals are rocket scientists until they encounter an eight-year old? The kid is meant to be the most intelligent person in the movie instead of professional terrorists? Please, there's more reality in The Matrix. Also, the leader puts down his real pistol and ""accidentally"" picks up a plastic pistol; apparently, he could not tell the difference. Even with a glove on, one should be able to do that. Just because they look the same does not mean anything; there is other senses then sight. The traps are unrealistic as well; if any one of them actually worked, the criminals would be dead. But, Hollywood intends for us to ""laugh"" at the ""funny"" results of the traps. I did not laugh; I sighed and rolled my eyes.<br /><br />But, I recommend this movie to anyone who thinks they have seen a really bad movie; the movie they saw will seem like Citizen Kane compared to this one. Otherwise, skip this one for the sake of your pride. Home Alone 3 also raises a question. We all know Alex D. Linz stars in the movie, but did he write it as well?",negative,would like say curiosity got best saw trailer able tell whole plot movie could saved pointless one hour forty minutes entire life twenty dollars movie disaster waiting happen embarrassment movie displays vivid ignorance reality example kid remote control race car goes neighborhood even enters house even covered clothes rational believe remote longer transmit signal circumstances hollywood obviously believe common logic concept electronics dictates opposite doubt race car could even reached street let alone house across street another unrealistic trait lack intelligence criminals possess movies criminals rocket scientists encounter old kid meant intelligent person movie instead professional terrorists please reality matrix also leader puts real pistol accidentally picks plastic pistol apparently could tell difference even glove one able look mean anything senses sight traps unrealistic well one actually worked criminals would dead hollywood intends laugh funny results traps laugh sighed rolled recommend movie anyone thinks seen really bad movie movie saw seem like citizen kane compared one otherwise skip one sake pride home alone also raises question know alex linz stars movie write well,173,359
"This movie is at times a wild 80s college sex comedy, others a sweet romantic one... Then it has moments of serious drama and then sprinkles in dashes of science fiction... It is so uneven its almost ridiculous.<br /><br />But I would hardly rank it as one of the worst films I've ever seen except of course for the fact that they casted Peter O'Toole.<br /><br />There is absolutely nothing for him to work with here. Poor dialog, poor performances to work off of, poor everything... And yet he's fantastic... There is not one good thing about his part and yet he makes it work if only on pure charm alone.<br /><br />The fact that he was so able to achieve so much with so little shines a spotlight on how greatly everyone else in this film failed, making it seem even worse than I suppose it actually is...<br /><br />If any other actor was in O'Toole's role, I would have forgotten this movie as crap and never thought of it again, but a fine performance by Peter O'Toole despite all odds ensures that I'll remember this film for a long time to come... If only as a film that, maybe, could have been good if anyone involved in it was nearly half as good as Peter O'Toole.",negative,movie times wild college sex comedy others sweet romantic one moments serious drama sprinkles dashes science fiction uneven almost would hardly rank one worst films ever seen except course fact casted peter absolutely nothing work poor dialog poor performances work poor everything yet fantastic one good thing part yet makes work pure charm fact able achieve much little shines spotlight greatly everyone else film failed making seem even worse suppose actually actor role would forgotten movie crap never thought fine performance peter despite odds ensures remember film long time come film maybe could good anyone involved nearly half good peter,100,218
"Michael Is King. This film contains some of the best stuff Mike has ever done. Smooth Criminal is pure genius. The cameos are wonderful, but as always, the main event is MJ himself. He is the best, hands down.",positive,michael king film contains best stuff mike ever done smooth criminal pure genius cameos wonderful always main event best hands,20,39
"The film had it moments, but was disappointing in my eyes anyway. It was a reworking of Trespass (Walter Hill) and so The Treasure Of the Sierra Madre, with less tension, bite and human emotion. There was some nice acting but the story was limp and lacked any real depth. I watched the movie for Mr Reno and Mr Fishburn, neither were inspired and both had little to say or act out of their skin for. This movie has been done to death in the past and did not have to be made, eats up money which could be used on better movies. For an action movie it was sparse of action and as a thriller did not thrill. Better than watching snow fall, but not for me.",negative,film moments disappointing eyes anyway reworking trespass walter hill treasure sierra madre less tension bite human emotion nice acting story limp lacked real depth watched movie reno fishburn neither inspired little say act skin movie done death past made eats money could used better movies action movie sparse action thriller thrill better watching snow fall,55,128
